job_id	out_idx	verdict	cone_size	required	detail
w31:738	0	SIBLING_DEPENDENT	2	n6	
w32:639	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w34:248	2	OPERATOR	1		
w34:514	1	COMPOSITIONAL	4	n2,n3,n1	
w34:661	0	COMPOSITIONAL	2	n4	
w34:709	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w35:112	3	ERROR			DEV:SKIP
w35:295	2	COMPOSITIONAL	2	n1	
w35:665	2	SIBLING_DEPENDENT	3	n7	
w36:397	4	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w36:732	2	COMPOSITIONAL	5	n6,n2	
w37:650	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w39:244	2	SIBLING_DEPENDENT	3	n9	
w39:333	1	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w39:426	1	SIBLING_DEPENDENT	4	n1	
w4:124	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w4:170	1	OPERATOR	1		
w4:186	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w4:407	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w4:576	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w4:705	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w40:344	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w40:761	1	SIBLING_DEPENDENT	3	n3	
w41:253	0	OPERATOR	3		
w41:257	0	COMPOSITIONAL	3	n2,n0,n1	
w42:325	0	SIBLING_DEPENDENT	4	n6	
w42:445	1	COMPOSITIONAL	2	n4	
w42:511	0	SIBLING_DEPENDENT	3	n6,n7	
w42:70	2	OPERATOR	1		
w44:268	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w44:424	4	OPERATOR	2		
w44:438	2	OPERATOR	2		
w45:10	0	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w45:394	2	SIBLING_DEPENDENT	2	n2	
w45:743	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w46:44	1	OPERATOR	1		
w46:661	0	SIBLING_DEPENDENT	2	n7	
w48:336	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w48:475	0	SIBLING_DEPENDENT	2	n7	
w48:51	1	COMPOSITIONAL	2	n2	
w48:623	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w49:127	2	COMPOSITIONAL	3	n2,n3	
w5:742	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w5:663	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w50:291	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w51:124	0	COMPOSITIONAL	3	n2,n0,n1	
w51:612	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w53:545	1	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w54:324	4	SIBLING_DEPENDENT	5	n2,n8	
w54:410	4	OPERATOR	2		
w55:306	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w55:621	1	OPERATOR	2		
w55:643	1	COMPOSITIONAL	2	n2	
w56:167	2	COMPOSITIONAL	2	n3	
w56:55	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w56:665	1	COMPOSITIONAL	4	n3	
w56:86	0	COMPOSITIONAL	1	n0	
w57:199	2	COMPOSITIONAL	2	n0,n5	
w57:23	1	SIBLING_DEPENDENT	2	n3	
w57:697	0	SIBLING_DEPENDENT	2	n6	
w57:83	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w58:287	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w59:23	2	SIBLING_DEPENDENT	4	n6	
w59:281	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w59:679	3	OPERATOR	1		
w60:332	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w60:511	2	CONE_LOCAL_CANT_SPLIT	9		cone_build_skip
w62:370	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w63:78	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w64:218	2	COMPOSITIONAL	3	n2,n5	
w64:310	1	SIBLING_DEPENDENT	4	n7	
w64:522	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w65:222	0	SIBLING_DEPENDENT	6	n9	
w65:295	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w65:409	1	COMPOSITIONAL	2	n1	
w65:544	1	SIBLING_DEPENDENT	4	n1,n6	
w65:722	2	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w66:177	0	OPERATOR	1		
w66:347	3	OPERATOR	1		
w66:621	2	SIBLING_DEPENDENT	2	n5	
w67:425	0	OPERATOR	2		
w67:662	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w67:773	2	COMPOSITIONAL	4	n2,n0,n1,n7	
w68:109	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w68:180	0	ERROR			DEV:SKIP
w104:336	0	DEV:TIMEOUT			DEV:TIMEOUT
w14:511	3	LOWERFAIL			BUILD:SKIP
w35:112	3	ERROR			DEV:SKIP
w68:180	0	ERROR			DEV:SKIP
w69:126	0	COMPOSITIONAL	1	n0	
w69:259	0	DEV:TIMEOUT			DEV:TIMEOUT
w69:298	4	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w69:459	0	OPERATOR	1		
w69:651	2	LOWERFAIL			BUILD:SKIP
w7:123	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w7:636	0	OPERATOR	1		
w70:150	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w70:466	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w71:762	0	OPERATOR	2		
w72:160	4	SIBLING_DEPENDENT	4	n4	
w104:336	0	ERROR			DEV:SKIP
w14:511	3	INCONCLUSIVE	1		
w35:112	3	ERROR			DEV:SKIP
w68:180	0	DEV:TIMEOUT			DEV:TIMEOUT
w69:259	0	COMPOSITIONAL	3	n0	
w69:651	2	LOWERFAIL			BUILD:SKIP
w0:437	1	DEV:TIMEOUT			DEV:TIMEOUT
w0:553	1	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w1:489	5	SIBLING_DEPENDENT	5	n6	
w1:8	3	SIBLING_DEPENDENT	4	n3	
w10:121	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w100:654	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w100:679	2	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w100:76	0	COMPOSITIONAL	3	n1,n2	
w102:495	1	OPERATOR	4		
w102:52	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w102:633	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w103:174	1	CONE_LOCAL_CANT_SPLIT	7		cone_build_skip
w103:461	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w104:100	4	OPERATOR	2		
w104:336	0	ERROR			DEV:SKIP
w104:44	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w104:726	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w104:88	0	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w106:181	2	OPERATOR	5		
w106:217	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w106:423	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w107:656	0	COMPOSITIONAL	1	n0	
w108:648	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w109:335	1	OPERATOR	4		
w109:539	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w11:713	2	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w110:123	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w111:17	3	SIBLING_DEPENDENT	3	n4	
w112:87	1	SIBLING_DEPENDENT	3	n1,n6	
w113:674	1	SIBLING_DEPENDENT	5	n2,n7	
w114:120	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w114:14	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w114:170	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w114:180	0	OPERATOR	3		
w114:718	0	COMPOSITIONAL	3	n0,n2	
w115:159	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w116:115	1	OPERATOR	1		
w116:327	0	OPERATOR	1		
w116:338	0	SIBLING_DEPENDENT	3	n16	
w116:476	4	COMPOSITIONAL	2	n1	
w117:611	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w118:301	0	SIBLING_DEPENDENT	4	n6	
w118:551	1	OPERATOR	1		
w118:620	1	OPERATOR	4		
w119:172	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w119:33	0	SIBLING_DEPENDENT	2	n7	
w119:403	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w119:546	2	CONE_LOCAL_CANT_SPLIT	9		cone_build_skip
w12:316	2	SIBLING_DEPENDENT	3	n6	
w12:588	2	OPERATOR	6		
w120:5	4	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w121:257	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w121:457	0	LOWERFAIL			BUILD:SKIP: to_executorch ValueError: Op "aten_scatter_value" (op_type: scatter_
w122:341	2	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w122:371	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w122:517	0	COMPOSITIONAL	2	n0,n1	
w123:152	3	OPERATOR	4		
w125:46	1	OPERATOR	1		
w125:711	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w126:430	4	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w126:601	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w127:367	2	SIBLING_DEPENDENT	3	n5,n7	
w127:663	2	COMPOSITIONAL	3	n8	
w127:697	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w14:254	4	CONE_LOCAL_CANT_SPLIT	9		cone_build_skip
w15:203	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w15:555	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w16:200	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w18:185	4	SIBLING_DEPENDENT	4	n4	
w18:240	0	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w19:246	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w19:555	0	COMPOSITIONAL	2	n1	
w2:358	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w20:39	2	OPERATOR	2		
w21:314	2	OPERATOR	5		
w21:94	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w22:529	1	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w22:623	0	SIBLING_DEPENDENT	3	n5	
w22:75	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w26:278	0	SIBLING_DEPENDENT	2	n5	
w26:663	0	SIBLING_DEPENDENT	3	n6	
w27:199	3	OPERATOR	1		
w28:166	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w28:334	3	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w29:160	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w29:315	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w29:454	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w29:492	0	SIBLING_DEPENDENT	3	n4,n7	
w29:576	5	SIBLING_DEPENDENT	5	n2	
w3:221	1	SIBLING_DEPENDENT	2	n7	
w3:347	0	SIBLING_DEPENDENT	2	n8	
w3:415	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w3:766	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w30:393	2	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w31:210	1	OPERATOR	2		
w31:380	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w31:584	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w32:166	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w33:0	1	SIBLING_DEPENDENT	2	n3	
w33:287	2	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w33:721	0	SIBLING_DEPENDENT	5	n2,n7	
w33:462	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w34:238	0	SIBLING_DEPENDENT	5	n3	
w34:471	0	SIBLING_DEPENDENT	3	n3	
w35:112	3	ERROR			DEV:SKIP
w35:175	1	COMPOSITIONAL	3	n2	
w35:323	0	COMPOSITIONAL	4	n0,n4,n1,n2	
w35:735	4	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w36:337	2	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w36:34	3	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w36:420	1	SIBLING_DEPENDENT	4	n7	
w36:455	0	CONE_LOCAL_CANT_SPLIT	1		cone_build_skip
w36:526	3	COMPOSITIONAL	2	n3,n0	
w37:235	0	OPERATOR	2		
w37:624	2	OPERATOR	2		
w38:438	1	SIBLING_DEPENDENT	3	n2,n8	
w38:52	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w39:177	1	OPERATOR	4		
w4:550	2	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w4:594	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w40:121	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w40:211	1	SIBLING_DEPENDENT	3	n6	
w40:249	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w41:764	3	COMPOSITIONAL	2	n0,n2	
w42:110	2	SIBLING_DEPENDENT	4	n2,n5	
w42:167	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w42:233	2	OPERATOR	3		
w42:50	3	OPERATOR	3		
w42:693	2	COMPOSITIONAL	5	n5	
w42:85	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w43:630	4	SIBLING_DEPENDENT	4	n6	
w43:70	1	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w44:153	3	OPERATOR	5		
w44:437	1	SIBLING_DEPENDENT	3	n11	
w44:651	1	CONE_LOCAL_CANT_SPLIT	6		cone_build_skip
w44:765	1	OPERATOR	3		
w45:146	1	CONE_LOCAL_CANT_SPLIT	9		cone_build_skip
w45:755	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w46:729	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w46:747	0	OPERATOR	2		
w47:687	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w48:455	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w48:669	3	OPERATOR	3		
w49:342	0	SIBLING_DEPENDENT	3	n2	
w5:177	2	COMPOSITIONAL	2	n1	
w5:590	3	SIBLING_DEPENDENT	4	n9	
w5:649	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w50:615	1	SIBLING_DEPENDENT	3	n9	
w50:752	0	SIBLING_DEPENDENT	4	n6	
w51:147	0	OPERATOR	2		
w52:340	0	OPERATOR	2		
w52:58	3	OPERATOR	2		
w52:767	2	SIBLING_DEPENDENT	3	n3	
w53:296	4	SIBLING_DEPENDENT	4	n2	
w53:51	1	CONE_LOCAL_CANT_SPLIT	5		cone_build_skip
w54:448	0	OPERATOR	1		
w55:103	2	SIBLING_DEPENDENT	3	n2	
w55:353	2	SIBLING_DEPENDENT	2	n4	
w55:484	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w55:512	0	SIBLING_DEPENDENT	4	n6	
w56:274	4	OPERATOR	1		
w56:564	2	OPERATOR	3		
w56:768	1	COMPOSITIONAL	2	n0,n1	
w57:377	0	SIBLING_DEPENDENT	3	n8	
w58:731	2	OPERATOR	3		
w59:167	3	COMPOSITIONAL	3	n4	
w59:246	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w59:435	1	OPERATOR	2		
w59:720	1	OPERATOR	3		
w59:97	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w6:640	2	OPERATOR	3		
w60:17	0	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w60:214	0	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w60:412	0	SIBLING_DEPENDENT	2	n8	
w62:200	3	OPERATOR	2		
w62:673	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w63:138	1	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w63:427	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w63:536	1	SIBLING_DEPENDENT	4	n2	
w63:630	2	OPERATOR	1		
w63:764	1	OPERATOR	1		
w64:68	1	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w64:721	3	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w65:132	1	OPERATOR	4		
w65:391	4	CONE_LOCAL_CANT_SPLIT	3		cone_build_skip
w66:103	3	OPERATOR	2		
w66:184	1	SIBLING_DEPENDENT	2	n5	
w66:297	3	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w66:76	1	SIBLING_DEPENDENT	3	n3,n6	
w67:228	1	SIBLING_DEPENDENT	2	n5	
w67:576	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w67:701	0	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
w68:180	0	ERROR			DEV:SKIP
w68:271	1	SIBLING_DEPENDENT	4	n2	
w68:46	2	CONE_LOCAL_CANT_SPLIT	4		cone_build_skip
w68:702	2	SIBLING_DEPENDENT	4	n1	
w69:118	4	OPERATOR	1		
w69:651	2	LOWERFAIL			BUILD:SKIP: to_executorch AssertionError: Deploying a model with no inputs in Co
w7:207	1	COMPOSITIONAL	3	n1,n2	
w71:59	2	CONE_LOCAL_CANT_SPLIT	2		cone_build_skip
