w102:658	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w102:736	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w10:275	1	COMPOSITIONAL	div	slice_copy;slice_copy;slice_copy;broadcast_to	B_NOREPRO	0	3	?
w102:77	0	COMPOSITIONAL	pixel_shuffle	fill	AB_OK	3	3	ZEROED
w1:0	2	COMPOSITIONAL	constant_pad_nd	remainder	AB_OK	3	3	VALUE
w103:20	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w103:40	0	SIBLING_DEPENDENT	_upsample_bilinear2d_aa	scatter_add	AB_OK	3	3	ZEROED
w103:473	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w103:492	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w103:600	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w103:602	0	COMPOSITIONAL	t_copy	transpose_copy;div	B_NOREPRO	0	3	?
w103:654	4	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w103:698	0	COMPOSITIONAL	gather	sub;bitwise_left_shift	AB_OK	3	3	SCALE:-7720456580759552.000
w103:715	3	COMPOSITIONAL	unfold_copy	tanh;sub	AB_OK	1	3	SHAPE
w104:305	0	COMPOSITIONAL	neg	sinh	AB_OK	1	3	SHAPE
w104:569	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w104:674	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w105:12	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w105:276	3	COMPOSITIONAL	slice_copy	bitwise_left_shift;split_with_sizes_copy	AB_OK	3	3	NONFINITE
w105:291	0	COMPOSITIONAL	mul	diagonal_copy;bitwise_left_shift;pixel_shuffle	AB_OK	3	3	VALUE
w10:546	0	COMPOSITIONAL	logit	embedding;_cdist_forward	B_NOREPRO	0	3	?
w105:478	4	COMPOSITIONAL	remainder	select_scatter	AB_OK	3	3	SCALE:-6.945
w10:591	1	COMPOSITIONAL	div	var_mean;_to_copy	AB_OK	1	3	SHAPE
w106:109	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w106:252	1	COMPOSITIONAL	pow	div	AB_OK	3	3	NONFINITE
w106:327	1	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w106:425	0	COMPOSITIONAL	masked_fill	sum	AB_OK	3	3	VALUE
w10:647	0	COMPOSITIONAL	max	_native_batch_norm_legit	AB_OK	3	3	VALUE
w106:512	1	COMPOSITIONAL	tril	remainder	AB_OK	3	3	VALUE
w106:621	0	COMPOSITIONAL	clamp	log	AB_OK	3	3	SHAPE
w106:670	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w106:84	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w107:105	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w107:143	0	COMPOSITIONAL	mean	minimum	B_NOREPRO	0	3	?
w107:200	0	COMPOSITIONAL	cumsum	mul;slice_copy;_to_copy;squeeze_copy;leaky_relu	AB_OK	3	3	SHAPE
w107:260	2	COMPOSITIONAL	_log_softmax	_native_batch_norm_legit;le	AB_OK	3	3	VALUE
w107:319	1	COMPOSITIONAL	log	pow;mul;remainder	AB_OK	3	3	SHAPE
w107:598	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w107:89	2	COMPOSITIONAL	sign	bitwise_left_shift	AB_OK	3	3	NONFINITE
w108:171	0	SIBLING_DEPENDENT	fmod	split_with_sizes_copy	AB_OK	3	3	ZEROED
w108:196	4	SIBLING_DEPENDENT	div	squeeze_copy	AB_OK	3	3	NONFINITE
w108:40	0	COMPOSITIONAL	div	isinf	B_NOREPRO	0	3	?
w10:85	0	SIBLING_DEPENDENT	div	tril	AB_OK	3	3	VALUE
w108:539	0	COMPOSITIONAL	pow	pixel_unshuffle;bitwise_left_shift	AB_OK	3	3	NONFINITE
w108:681	1	COMPOSITIONAL	round	_to_copy	AB_OK	3	3	VALUE
w109:130	0	SIBLING_DEPENDENT	constant_pad_nd	detach_copy	AB_OK	3	3	ZEROED
w109:223	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w109:256	1	SIBLING_DEPENDENT	min	isnan	AB_OK	3	3	NONFINITE
w109:306	2	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w109:395	0	COMPOSITIONAL	atan2	native_group_norm	AB_OK	3	3	VALUE
w109:44	2	COMPOSITIONAL	floor_divide	abs;_to_copy;slice_copy;squeeze_copy	AB_OK	3	3	NONFINITE
w109:539	0	SIBLING_DEPENDENT	argmax	permute_copy	AB_OK	3	3	ZEROED
w109:701	3	SIBLING_DEPENDENT	index_select	div	AB_OK	3	3	NONFINITE
w110:126	2	COMPOSITIONAL	prod	bitwise_left_shift	AB_OK	3	3	VALUE
w110:173	2	COMPOSITIONAL	logical_and	floor_divide;log1p	AB_OK	3	3	VALUE
w110:208	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w110:227	3	COMPOSITIONAL	ceil	sum	AB_OK	3	3	VALUE
w110:412	1	COMPOSITIONAL	log	remainder	AB_OK	3	3	NONFINITE
w110:484	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w110:633	1	COMPOSITIONAL	abs	fill	AB_OK	3	3	ZEROED
w110:74	0	COMPOSITIONAL	erf	view_copy;bitwise_left_shift	AB_OK	3	3	VALUE
w111:159	1	COMPOSITIONAL	scatter_add	fill;detach_copy	AB_OK	3	3	SHAPE
w111:267	1	SIBLING_DEPENDENT	log10	floor_divide	AB_OK	3	3	NONFINITE
w111:578	0	SIBLING_DEPENDENT	min	log10	AB_OK	3	3	ZEROED
w111:657	1	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w11:177	1	COMPOSITIONAL	mean	ceil;bitwise_left_shift	AB_OK	3	3	NONFINITE
w112:319	0	COMPOSITIONAL	mean	fmod;atan	AB_OK	3	3	VALUE
w112:426	1	COMPOSITIONAL	div	select_scatter;clamp	AB_OK	3	3	VALUE
w11:260	0	COMPOSITIONAL	bitwise_right_shift	_to_copy;floor_divide;neg;slice_copy;cumsum	AB_OK	3	3	ZEROED
w11:274	2	SIBLING_DEPENDENT	div	logical_xor	AB_OK	3	3	ZEROED
w112:93	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w113:116	0	COMPOSITIONAL	tanh	native_group_norm	AB_OK	3	3	NONFINITE
w113:165	0	COMPOSITIONAL	alias_copy	sum	AB_OK	3	3	ALIAS:n2
w113:301	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w113:38	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w113:419	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w113:429	1	SIBLING_DEPENDENT	erf	squeeze_copy	AB_OK	3	3	ZEROED
w11:349	2	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w113:507	0	SIBLING_DEPENDENT	prod	squeeze_copy	AB_OK	3	3	NONFINITE
w113:546	0	SIBLING_DEPENDENT	any	logical_or	AB_OK	3	3	ZEROED
w113:641	3	SIBLING_DEPENDENT	isnan	amax	AB_OK	3	3	ZEROED
w113:650	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w113:751	1	SIBLING_DEPENDENT	round	min	AB_OK	3	3	ZEROED
w113:773	0	COMPOSITIONAL	prod	fill	AB_OK	3	3	NONFINITE
w114:256	0	COMPOSITIONAL	min	slice_copy;remainder;_to_copy	AB_OK	3	3	SHAPE
w114:52	2	COMPOSITIONAL	gather	asinh	B_NOREPRO	0	3	?
w114:621	2	COMPOSITIONAL	bitwise_right_shift	cumsum	AB_OK	3	3	SCALE:4221213.000
w114:678	1	SIBLING_DEPENDENT	exp	ne	AB_OK	3	3	VALUE
w115:211	0	SIBLING_DEPENDENT	mul	slice_scatter	AB_OK	3	3	SCALE:0.200
w115:242	1	COMPOSITIONAL	constant_pad_nd	bitwise_left_shift;_to_copy	AB_OK	3	3	NONFINITE
w115:275	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w11:531	1	COMPOSITIONAL	le	bitwise_left_shift	AB_OK	3	3	VALUE
w115:354	0	SIBLING_DEPENDENT	clamp	abs	AB_OK	3	3	ZEROED
w115:500	0	COMPOSITIONAL	unbind_copy	bitwise_left_shift;fmod	AB_OK	3	3	VALUE
w115:540	1	SIBLING_DEPENDENT	trunc	clone	AB_OK	3	3	ZEROED
w115:570	2	COMPOSITIONAL	fmod	sum	AB_OK	3	3	VALUE
w115:594	2	COMPOSITIONAL	remainder	view_copy	B_NOREPRO	0	3	?
w115:631	0	SIBLING_DEPENDENT	prod	floor;var_mean	AB_OK	3	3	ZEROED
w115:652	0	COMPOSITIONAL	amin	native_group_norm	AB_OK	3	3	VALUE
w115:79	0	SIBLING_DEPENDENT	remainder	sigmoid;detach_copy	AB_OK	3	3	NONFINITE
w116:267	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w116:365	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w116:473	1	COMPOSITIONAL	log2	floor_divide;glu	AB_OK	3	3	VALUE
w116:542	2	COMPOSITIONAL	elu	bitwise_left_shift	AB_OK	3	3	NONFINITE
w11:655	0	COMPOSITIONAL	div	_to_copy	AB_OK	1	3	SHAPE
w116:584	1	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w116:744	0	COMPOSITIONAL	any	bitwise_left_shift	AB_OK	3	3	VALUE
w117:156	1	SIBLING_DEPENDENT	max	alias_copy	AB_OK	3	3	ZEROED
w117:20	0	COMPOSITIONAL	mul	_to_copy;slice_copy;remainder	AB_OK	3	3	SCALE:-0.333
w117:560	0	COMPOSITIONAL	any	bitwise_left_shift	AB_OK	3	3	ALIAS:L3
w117:596	0	SIBLING_DEPENDENT	slice_copy	pow	AB_OK	3	3	ALIAS:n1
w11:760	0	COMPOSITIONAL	gt	slice_copy;bitwise_left_shift;alias_copy;_to_copy	AB_OK	3	3	VALUE
w117:643	0	SIBLING_DEPENDENT	squeeze_copy	squeeze_copy	AB_OK	3	3	ZEROED
w117:706	0	COMPOSITIONAL	repeat	bitwise_left_shift	AB_OK	3	3	VALUE
w118:120	2	SIBLING_DEPENDENT	max	transpose_copy	AB_OK	3	3	ZEROED
w11:82	0	COMPOSITIONAL	tan	split_with_sizes_copy;bitwise_left_shift	AB_OK	3	3	VALUE
w118:68	2	COMPOSITIONAL	detach_copy	div;pow	AB_OK	3	3	ZEROED
w119:234	0	COMPOSITIONAL	acos	detach_copy;bitwise_left_shift	AB_OK	3	3	NONFINITE
w11:92	4	COMPOSITIONAL	repeat	remainder	AB_OK	3	3	VALUE
w119:352	2	SIBLING_DEPENDENT	erf	detach_copy	AB_OK	3	3	NONFINITE
w119:501	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w119:696	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w119:781	1	COMPOSITIONAL	asinh	asin;native_layer_norm;prod	AB_OK	3	3	VALUE
w120:152	0	COMPOSITIONAL	sqrt	fill;roll	AB_OK	3	3	ZEROED
w120:186	0	SIBLING_DEPENDENT	index_select	split_with_sizes_copy	AB_OK	3	3	ZEROED
w120:300	2	COMPOSITIONAL	squeeze_copy	_native_batch_norm_legit;remainder;argmin	AB_OK	3	3	SHAPE
w120:331	3	SIBLING_DEPENDENT	fmod	transpose_copy	AB_OK	3	3	ZEROED
w120:534	1	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w120:736	0	COMPOSITIONAL	floor_divide	slice_copy;_to_copy;elu	B_NOREPRO	0	3	?
w121:161	3	COMPOSITIONAL	neg	_to_copy	AB_OK	3	3	VALUE
w121:181	3	COMPOSITIONAL	erf	_to_copy;floor_divide	AB_OK	3	3	VALUE
w121:253	1	COMPOSITIONAL	reciprocal	asinh	AB_OK	3	3	SHAPE
w121:327	0	COMPOSITIONAL	div	floor_divide	AB_OK	3	3	VALUE
w121:500	0	COMPOSITIONAL	exp	native_group_norm	AB_OK	3	3	NONFINITE
w121:553	2	SIBLING_DEPENDENT	expand_copy	remainder	AB_OK	3	3	NONFINITE
w121:583	1	COMPOSITIONAL	asinh	bitwise_left_shift;sigmoid	AB_OK	3	3	ZEROED
w121:625	3	COMPOSITIONAL	clamp	bitwise_left_shift;logical_and	AB_OK	3	3	VALUE
w121:710	0	SIBLING_DEPENDENT	neg	remainder;fmod	AB_OK	3	3	ZEROED
w121:756	1	SIBLING_DEPENDENT	flip	pixel_unshuffle	A_ALSO_DIVERGES	3	3	ZEROED
w12:193	0	COMPOSITIONAL	mul	remainder	AB_OK	3	3	VALUE
w12:244	0	COMPOSITIONAL	lt	native_group_norm	AB_OK	3	3	VALUE
w122:505	1	COMPOSITIONAL	abs	bitwise_left_shift	AB_OK	3	3	VALUE
w122:530	0	COMPOSITIONAL	div	remainder	AB_OK	3	3	VALUE
w122:703	1	COMPOSITIONAL	remainder	broadcast_to;bitwise_left_shift;_to_copy;clone	AB_OK	3	3	NONFINITE
w122:763	0	COMPOSITIONAL	gelu	erf;bitwise_left_shift;round	AB_OK	3	3	VALUE
w123:210	3	SIBLING_DEPENDENT	pow	expand_copy	AB_OK	3	3	VALUE
w123:22	1	SIBLING_DEPENDENT	div	expand_copy	AB_OK	3	3	ZEROED
w1:233	1	COMPOSITIONAL	cos	select_copy;atan	B_NOREPRO	0	3	?
w123:362	2	COMPOSITIONAL	clone	_to_copy;slice_copy;mul;bitwise_left_shift	AB_OK	3	3	NONFINITE
w123:49	1	SIBLING_DEPENDENT	max	mul	AB_OK	3	3	ZEROED
w123:59	3	SIBLING_DEPENDENT	mul	clone	AB_OK	3	3	ZEROED
w123:664	1	COMPOSITIONAL	bitwise_and	_to_copy	AB_OK	3	3	VALUE
w1:238	0	COMPOSITIONAL	ceil	native_group_norm	AB_OK	3	3	NONFINITE
w124:164	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w12:424	0	COMPOSITIONAL	slice_scatter	_to_copy;mean;broadcast_to;floor_divide	AB_OK	3	3	ZEROED
w124:321	3	COMPOSITIONAL	div	bitwise_left_shift	AB_OK	3	3	VALUE
w124:329	0	COMPOSITIONAL	pow	fmod;elu	AB_OK	3	3	VALUE
w124:355	1	COMPOSITIONAL	logical_xor	permute_copy;select_copy;native_group_norm;_to_copy	AB_OK	3	3	VALUE
w124:426	2	SIBLING_DEPENDENT	min	atan2	AB_OK	3	3	VALUE
w124:703	2	SIBLING_DEPENDENT	min	squeeze_copy	AB_OK	3	3	ZEROED
w124:8	3	COMPOSITIONAL	split_with_sizes_copy	log1p;remainder	AB_OK	3	3	VALUE
w125:490	0	COMPOSITIONAL	minimum	remainder;slice_copy;_to_copy	AB_OK	3	3	VALUE
w125:527	0	SIBLING_DEPENDENT	logical_and	detach_copy	AB_OK	3	3	ZEROED
w125:56	1	SIBLING_DEPENDENT	cos	log10	AB_OK	3	3	NONFINITE
w125:627	1	COMPOSITIONAL	atan2	squeeze_copy;sign;native_group_norm;constant_pad_nd	AB_OK	3	3	VALUE
w125:628	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w125:725	1	COMPOSITIONAL	asin	min	B_NOREPRO	0	3	?
w126:178	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w12:624	0	COMPOSITIONAL	ERR		DEV:TIMEOUT	0	3	
w126:24	3	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w126:266	0	COMPOSITIONAL	log10	bitwise_left_shift	AB_OK	3	3	NONFINITE
w126:392	0	SIBLING_DEPENDENT	sqrt	repeat	AB_OK	3	3	NONFINITE
w126:527	1	SIBLING_DEPENDENT	squeeze_copy	squeeze_copy	AB_OK	3	3	NONFINITE
w126:715	5	COMPOSITIONAL	bitwise_xor	select_scatter	AB_OK	3	3	ALIAS:L4
w126:77	2	SIBLING_DEPENDENT	fmod	hardtanh	AB_OK	3	3	ZEROED
w126:91	0	SIBLING_DEPENDENT	minimum	pow	AB_OK	3	3	NONFINITE
w127:130	0	COMPOSITIONAL	logical_and	broadcast_to;_to_copy	AB_OK	3	3	VALUE
w127:226	0	SIBLING_DEPENDENT	repeat	min	A_ALSO_DIVERGES	3	3	ZEROED
w127:292	2	SIBLING_DEPENDENT	gelu	fill	AB_OK	3	3	NONFINITE
w127:304	0	COMPOSITIONAL	logical_and	_to_copy;le;remainder;broadcast_to	AB_OK	3	3	VALUE
w127:357	1	SIBLING_DEPENDENT	gt	transpose_copy	AB_OK	3	3	VALUE
w127:409	0	COMPOSITIONAL	gt	bitwise_left_shift;view_copy;rsub	AB_OK	3	3	VALUE
w127:582	0	SIBLING_DEPENDENT	logical_xor	expand_copy	AB_OK	3	3	VALUE
w127:717	0	SIBLING_DEPENDENT	floor_divide	mul	AB_OK	3	3	VALUE
w127:739	1	SIBLING_DEPENDENT	split_copy	constant_pad_nd	AB_OK	3	3	ZEROED
w127:94	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w1:287	0	SIBLING_DEPENDENT	t_copy	squeeze_copy	AB_OK	3	3	ZEROED
w12:91	2	COMPOSITIONAL	mul	native_group_norm;amin	AB_OK	3	3	SCALE:0.711
w1:294	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w13:110	0	SIBLING_DEPENDENT	mean	constant_pad_nd	AB_OK	3	3	ALIAS:n2
w13:119	0	SIBLING_DEPENDENT	convolution	min	AB_OK	3	3	ZEROED
w13:22	0	SIBLING_DEPENDENT	prod	fmod	AB_OK	3	3	ZEROED
w13:255	1	SIBLING_DEPENDENT	unbind_copy	remainder	AB_OK	3	3	VALUE
w13:404	0	SIBLING_DEPENDENT	sinh	floor_divide	AB_OK	3	3	ZEROED
w13:423	0	SIBLING_DEPENDENT	div	logical_xor	AB_OK	3	3	ZEROED
w13:599	2	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w13:721	2	COMPOSITIONAL	div	select_scatter	AB_OK	3	3	NONFINITE
w13:741	2	COMPOSITIONAL	tan	native_group_norm	AB_OK	3	3	VALUE
w14:27	1	COMPOSITIONAL	remainder	floor_divide	AB_OK	3	3	ZEROED
w14:427	1	COMPOSITIONAL	roll	prod	AB_OK	3	3	VALUE
w14:492	1	COMPOSITIONAL	masked_fill	view_copy	B_NOREPRO	0	3	?
w14:533	1	SIBLING_DEPENDENT	max	narrow_copy	AB_OK	3	3	ZEROED
w14:609	3	SIBLING_DEPENDENT	flip	clone	AB_OK	3	3	NONFINITE
w1:476	0	SIBLING_DEPENDENT	elu	log10	AB_OK	3	3	ZEROED
w1:489	1	SIBLING_DEPENDENT	trunc	lift_fresh_copy	AB_OK	3	3	ZEROED
w15:155	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w15:167	0	SIBLING_DEPENDENT	permute_copy	permute_copy	AB_OK	3	3	ZEROED
w15:206	3	SIBLING_DEPENDENT	clamp	constant_pad_nd	AB_OK	3	3	VALUE
w15:430	3	COMPOSITIONAL	clone	floor_divide	AB_OK	3	3	ZEROED
w15:52	1	COMPOSITIONAL	clamp	_to_copy;log1p	AB_OK	3	3	VALUE
w15:780	0	SIBLING_DEPENDENT	select_copy	elu;roll	AB_OK	3	3	ZEROED
w16:115	2	COMPOSITIONAL	asin	div;fmod	AB_OK	3	3	VALUE
w16:27	1	SIBLING_DEPENDENT	mul	roll	AB_OK	3	3	ZEROED
w16:33	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w16:360	2	COMPOSITIONAL	fmod	convolution	B_NOREPRO	0	3	?
w16:546	0	COMPOSITIONAL	slice_scatter	elu;div;narrow_copy;cosh	AB_OK	3	3	VALUE
w1:657	2	SIBLING_DEPENDENT	squeeze_copy	constant_pad_nd	AB_OK	3	3	NONFINITE
w16:633	0	SIBLING_DEPENDENT	lift_fresh_copy	isnan	AB_OK	3	3	ZEROED
w16:79	0	COMPOSITIONAL	unfold_copy	bitwise_left_shift	AB_OK	3	3	VALUE
w17:187	1	COMPOSITIONAL	relu	prod	AB_OK	3	3	VALUE
w17:487	0	COMPOSITIONAL	bitwise_and	prod	AB_OK	3	3	VALUE
w17:541	0	COMPOSITIONAL	cosh	pow	AB_OK	3	3	VALUE
w17:556	1	SIBLING_DEPENDENT	masked_scatter	transpose_copy	A_ALSO_DIVERGES	3	3	ZEROED
w17:600	0	SIBLING_DEPENDENT	pow	sinh	AB_OK	3	3	ZEROED
w17:612	0	COMPOSITIONAL	hardtanh	bitwise_left_shift	AB_OK	3	3	VALUE
w17:652	0	COMPOSITIONAL	gt	bitwise_left_shift	AB_OK	3	3	VALUE
w17:92	0	COMPOSITIONAL	unbind_copy	native_group_norm	AB_OK	3	3	VALUE
w18:124	0	SIBLING_DEPENDENT	div	_native_batch_norm_legit	AB_OK	3	3	ZEROED
w18:185	0	SIBLING_DEPENDENT	prod	lift_fresh_copy	AB_OK	3	3	ZEROED
w18:227	1	COMPOSITIONAL	log1p	remainder	AB_OK	3	3	NONFINITE
w18:434	0	COMPOSITIONAL	expm1	native_layer_norm	AB_OK	3	3	VALUE
w18:435	1	COMPOSITIONAL	sign	bitwise_left_shift	AB_OK	3	3	ALIAS:n0
w18:438	3	SIBLING_DEPENDENT	narrow_copy	scatter	AB_OK	3	3	ZEROED
w18:516	0	COMPOSITIONAL	maximum	broadcast_to;_to_copy;sum	AB_OK	3	3	VALUE
w18:752	2	COMPOSITIONAL	neg	fill	AB_OK	3	3	ZEROED
w19:116	0	COMPOSITIONAL	abs	mul;unfold_copy;fill	B_NOREPRO	0	3	?
w19:198	0	SIBLING_DEPENDENT	log1p	acosh	AB_OK	3	3	ZEROED
w19:324	1	COMPOSITIONAL	maximum	broadcast_to;_to_copy;sum	AB_OK	3	3	SCALE:0.943
w19:347	0	COMPOSITIONAL	split_copy	fill	AB_OK	3	3	ZEROED
w19:517	3	SIBLING_DEPENDENT	gelu	min	AB_OK	3	3	ZEROED
w19:548	0	COMPOSITIONAL	prod	pow;prod	AB_OK	3	3	ZEROED
w19:555	0	SIBLING_DEPENDENT	acos	floor_divide	AB_OK	3	3	NONFINITE
w19:680	0	SIBLING_DEPENDENT	sigmoid	sigmoid	AB_OK	3	3	ZEROED
w19:692	1	SIBLING_DEPENDENT	floor_divide	log10	AB_OK	3	3	VALUE
w19:708	4	SIBLING_DEPENDENT	trunc	permute_copy	AB_OK	3	3	ZEROED
w19:73	0	COMPOSITIONAL	t_copy	remainder;ge	B_NOREPRO	0	3	?
w19:766	0	COMPOSITIONAL	sqrt	remainder	AB_OK	3	3	NONFINITE
w19:81	0	COMPOSITIONAL	clamp	fill	AB_OK	3	3	ZEROED
w20:111	0	COMPOSITIONAL	fmod	_native_batch_norm_legit	AB_OK	3	3	VALUE
w20:142	2	SIBLING_DEPENDENT	split_copy	split_with_sizes_copy	AB_OK	3	3	ZEROED
w20:324	1	SIBLING_DEPENDENT	select_scatter	prod	AB_OK	3	3	VALUE
w20:329	1	COMPOSITIONAL	scatter_add	slice_copy;split_with_sizes_copy;_to_copy;clamp;slice_copy;replication_pad3d	AB_OK	3	3	ALIAS:L2
w20:350	1	SIBLING_DEPENDENT	transpose_copy	transpose_copy	AB_OK	3	3	ZEROED
w20:491	1	SIBLING_DEPENDENT	sum	maximum	AB_OK	3	3	VALUE
w20:762	0	SIBLING_DEPENDENT	mul	sub	AB_OK	3	3	ZEROED
w21:141	0	COMPOSITIONAL	min	log1p	AB_OK	3	3	VALUE
w21:180	0	COMPOSITIONAL	view_copy	native_group_norm	AB_OK	3	3	VALUE
w2:119	1	COMPOSITIONAL	bitwise_or	max;slice_scatter	AB_OK	3	3	ZEROED
w21:219	1	SIBLING_DEPENDENT	prod	isinf	AB_OK	3	3	NONFINITE
w21:293	0	SIBLING_DEPENDENT	ERR		DEV:TIMEOUT	0	3	
w21:434	0	SIBLING_DEPENDENT	log	lift_fresh_copy	AB_OK	3	3	NONFINITE
w21:490	1	SIBLING_DEPENDENT	prod	narrow_copy	AB_OK	3	3	ZEROED
w2:177	0	COMPOSITIONAL	log	bitwise_left_shift	AB_OK	3	3	NONFINITE
w2:179	1	COMPOSITIONAL	atanh	bitwise_left_shift	AB_OK	3	3	NONFINITE
w2:240	1	COMPOSITIONAL	logit	bitwise_left_shift	AB_OK	3	3	VALUE
w22:623	0	SIBLING_DEPENDENT	slice_copy	permute_copy	AB_OK	3	3	ZEROED
w22:81	1	COMPOSITIONAL	view_copy	native_group_norm;tanh	AB_OK	3	3	SHAPE
w23:203	1	SIBLING_DEPENDENT	acos	unbind_copy	AB_OK	3	3	NONFINITE
w23:362	1	COMPOSITIONAL	logical_or	bitwise_left_shift	AB_OK	3	3	VALUE
